code,category,series,title,raw_id
C,과정평가형자격,기능사,기중기운전기능사,C_기중기운전기능사
C,과정평가형자격,기능사,건축목공기능사,C_건축목공기능사
C,과정평가형자격,기사,금속재료기사,C_금속재료기사
C,과정평가형자격,기사,바이오화학제품제조산업기사,C_바이오화학제품제조산업기사
C,과정평가형자격,기능사,롤러운전기능사,C_롤러운전기능사
C,과정평가형자격,기사,화약류제조기사,C_화약류제조기사
C,과정평가형자격,기능사,스마트공장기능사,C_스마트공장기능사
C,과정평가형자격,기능사,정보기기운용기능사,C_정보기기운용기능사
C,과정평가형자격,기능사,전자출판기능사,C_전자출판기능사
C,과정평가형자격,기능사,화훼장식기능사,C_화훼장식기능사
C,과정평가형자격,기능사,중식조리기능사,C_중식조리기능사
C,과정평가형자격,기능사,복어조리기능사,C_복어조리기능사
C,과정평가형자격,기능사,일식조리기능사,C_일식조리기능사
C,과정평가형자격,기사,양식조리산업기사,C_양식조리산업기사
C,과정평가형자격,기사,중식조리산업기사,C_중식조리산업기사
C,과정평가형자격,기사,식품산업기사,C_식품산업기사
C,과정평가형자격,기능사,승강기기능사,C_승강기기능사
C,과정평가형자격,기사,승강기산업기사,C_승강기산업기사
C,과정평가형자격,기능사,농기계정비기능사,C_농기계정비기능사
C,과정평가형자격,기능사,종자기능사,C_종자기능사
C,과정평가형자격,기능사,식품가공기능사,C_식품가공기능사
C,과정평가형자격,기능사,원예기능사,C_원예기능사
C,과정평가형자격,기능사,가구제작기능사,C_가구제작기능사
C,과정평가형자격,기능사,가스기능사,C_가스기능사
C,과정평가형자격,기능사,광산보안기능사,C_광산보안기능사
C,과정평가형자격,기사,공간정보융합산업기사,C_공간정보융합산업기사
C,과정평가형자격,기능사,철도전기신호기능사,C_철도전기신호기능사
C,과정평가형자격,기사,수산양식산업기사,C_수산양식산업기사
C,과정평가형자격,기사,바이오화학제품제조기사,C_바이오화학제품제조기사
C,과정평가형자격,기사,가스산업기사,C_가스산업기사
C,과정평가형자격,기능사,항공전기·전자정비기능사,C_항공전기·전자정비기능사
C,과정평가형자격,기능사,거푸집기능사,C_거푸집기능사
